"","Gene Symbol","Representative miRNA"
"1136979","CCR7","hsa-miR-661"
"1136980","CCR7","hsa-miR-6811-3p"
"1136981","CCR7","hsa-miR-5581-5p"
"1136982","CCR7","hsa-miR-6720-3p"
"1136983","CCR7","hsa-miR-658"
"1136984","CCR7","hsa-miR-3656"
"1136985","CCR7","hsa-miR-6853-5p"
"1136986","CCR7","hsa-miR-187-5p"
"1136987","CCR7","hsa-miR-548v"
"1136988","CCR7","hsa-miR-621"
"1136989","CCR7","hsa-miR-3934-3p"
"1136990","CCR7","hsa-miR-7106-3p"
"1136991","CCR7","hsa-miR-4268"
"1136992","CCR7","hsa-miR-4448"
"1136993","CCR7","hsa-miR-1301-5p"
"1136994","CCR7","hsa-miR-3194-3p"
"1136995","CCR7","hsa-miR-7160-5p"
"1136996","CCR7","hsa-miR-8077"
"1136997","CCR7","hsa-miR-8075"
"1136998","CCR7","hsa-miR-6882-3p"
"1136999","CCR7","hsa-miR-5580-5p"
"1137000","CCR7","hsa-miR-4731-5p"
"1137001","CCR7","hsa-miR-5589-5p"
"1137002","CCR7","hsa-miR-6131"
"1137003","CCR7","hsa-miR-2115-5p"
"1137004","CCR7","hsa-miR-516a-3p"
"1137005","CCR7","hsa-miR-103a-2-5p"
"1137006","CCR7","hsa-miR-4327"
"1137007","CCR7","hsa-miR-3140-3p"
"1137008","CCR7","hsa-miR-6124"
"1137009","CCR7","hsa-miR-4261"
"1137010","CCR7","hsa-miR-5093"
"1137011","CCR7","hsa-miR-6077"
"1137012","CCR7","hsa-miR-6828-5p"
"1137013","CCR7","hsa-miR-4533"
"1137014","CCR7","hsa-miR-3202"
"1137015","CCR7","hsa-miR-6861-3p"
"1137016","CCR7","hsa-miR-492"
"1137017","CCR7","hsa-miR-659-5p"
"1137018","CCR7","hsa-miR-4740-5p"
"1137019","CCR7","hsa-miR-1288-3p"
"1137020","CCR7","hsa-miR-4515"
"1137021","CCR7","hsa-miR-4434"
"1137022","CCR7","hsa-miR-139-3p"
"1137023","CCR7","hsa-miR-4683"
"1137024","CCR7","hsa-miR-6081"
"1137025","CCR7","hsa-miR-505-5p"
"1137026","CCR7","hsa-miR-6500-5p"
"1137027","CCR7","hsa-miR-766-5p"
"1137028","CCR7","hsa-miR-7154-3p"
"1137029","CCR7","hsa-miR-765"
"1137030","CCR7","hsa-miR-6894-5p"
"1137031","CCR7","hsa-miR-3612"
"1137032","CCR7","hsa-miR-6797-5p"
"1137033","CCR7","hsa-miR-1255a"
"1137034","CCR7","hsa-miR-4764-5p"
"1137035","CCR7","hsa-miR-4320"
"1137036","CCR7","hsa-miR-196a-3p"
"1137037","CCR7","hsa-miR-6809-5p"
"1137038","CCR7","hsa-miR-593-5p"
"1137039","CCR7","hsa-miR-885-3p"
"1137040","CCR7","hsa-miR-1207-5p"
"1137041","CCR7","hsa-miR-4736"
"1137042","CCR7","hsa-miR-3622b-5p"
"1137043","CCR7","hsa-miR-1256"
"1137044","CCR7","hsa-miR-3136-3p"
"1137045","CCR7","hsa-miR-874-5p"
"1137046","CCR7","hsa-miR-6735-3p"
"1137047","CCR7","hsa-miR-4467"
"1137048","CCR7","hsa-miR-1908-5p"
"1137049","CCR7","hsa-miR-6069"
"1137050","CCR7","hsa-miR-6822-3p"
"1137051","CCR7","hsa-miR-760"
"1137052","CCR7","hsa-miR-604"
"1137053","CCR7","hsa-miR-6762-3p"
"1137054","CCR7","hsa-miR-7974"
"1137055","CCR7","hsa-miR-4687-3p"
"1137056","CCR7","hsa-miR-3119"
"1137057","CCR7","hsa-miR-4668-5p"
"1137058","CCR7","hsa-miR-1292-5p"
"1137059","CCR7","hsa-miR-4471"
"1137060","CCR7","hsa-miR-4747-5p"
"1137061","CCR7","hsa-miR-6716-5p"
"1137062","CCR7","hsa-miR-92b-5p"
"1137063","CCR7","hsa-miR-6878-5p"
"1137064","CCR7","hsa-miR-8085"
"1137065","CCR7","hsa-miR-7106-5p"
"1137066","CCR7","hsa-miR-4728-5p"
"1137067","CCR7","hsa-miR-6799-5p"
"1137068","CCR7","hsa-miR-5187-5p"
"1137069","CCR7","hsa-miR-6721-5p"
"1137070","CCR7","hsa-miR-4253"
"1137071","CCR7","hsa-miR-2861"
"1137072","CCR7","hsa-miR-664b-5p"
"1137073","CCR7","hsa-miR-4437"
"1137074","CCR7","hsa-miR-4656"
"1137075","CCR7","hsa-miR-27a-5p"
"1137076","CCR7","hsa-miR-4271"
"1137077","CCR7","hsa-miR-3191-3p"
"1137078","CCR7","hsa-miR-3175"
"1137079","CCR7","hsa-miR-4450"
"1137080","CCR7","hsa-miR-6762-5p"
"1137081","CCR7","hsa-miR-128-1-5p"
"1137082","CCR7","hsa-miR-185-3p"
"1137083","CCR7","hsa-miR-625-5p"
"1137084","CCR7","hsa-miR-4723-5p"
"1137085","CCR7","hsa-miR-5010-5p"
"1137086","CCR7","hsa-miR-4488"
"1137087","CCR7","hsa-miR-6846-5p"
"1137088","CCR7","hsa-miR-6795-5p"
"1137089","CCR7","hsa-miR-6885-5p"
"1137090","CCR7","hsa-miR-6835-5p"
"1137091","CCR7","hsa-miR-6842-5p"
"1137092","CCR7","hsa-miR-342-5p"
"1137093","CCR7","hsa-miR-4651"
"1137094","CCR7","hsa-miR-6747-5p"
"1137095","CCR7","hsa-miR-193b-5p"
"1137096","CCR7","hsa-miR-555"
"1137097","CCR7","hsa-miR-503-3p"
"1137098","CCR7","hsa-miR-363-5p"
"1137099","CCR7","hsa-miR-6756-5p"
"1137100","CCR7","hsa-miR-1293"
"1137101","CCR7","hsa-miR-6772-5p"
"1137102","CCR7","hsa-miR-4455"
"1137103","CCR7","hsa-miR-609"
"1137104","CCR7","hsa-miR-6801-5p"
"1137105","CCR7","hsa-miR-6503-5p"
"1137106","CCR7","hsa-miR-7107-3p"
"1137107","CCR7","hsa-miR-4792"
"1137108","CCR7","hsa-miR-3907"
"1137109","CCR7","hsa-miR-3165"
"1137110","CCR7","hsa-miR-654-5p"
"1137111","CCR7","hsa-miR-92a-2-5p"
"1137112","CCR7","hsa-miR-6769a-5p"
"1137113","CCR7","hsa-miR-876-3p"
"1137114","CCR7","hsa-miR-4694-5p"
"1137115","CCR7","hsa-miR-409-5p"
"1137116","CCR7","hsa-miR-182-3p"
"1137117","CCR7","hsa-miR-597-3p"
"1137118","CCR7","hsa-miR-152-5p"
"1137119","CCR7","hsa-miR-563"
"1137120","CCR7","hsa-miR-92a-1-5p"
"1137121","CCR7","hsa-miR-299-5p"
"1137122","CCR7","hsa-miR-5087"
"1137123","CCR7","hsa-miR-6832-5p"
"1137124","CCR7","hsa-miR-567"
"1137125","CCR7","hsa-miR-6879-3p"
"1137126","CCR7","hsa-miR-616-3p"
"1137127","CCR7","hsa-miR-198"
"1137128","CCR7","hsa-miR-3909"
"1137129","CCR7","hsa-miR-593-3p"
"1137130","CCR7","hsa-miR-6830-3p"
"1137131","CCR7","hsa-miR-4504"
"1137132","CCR7","hsa-miR-542-3p"
"1137133","CCR7","hsa-miR-134-5p"
"1137134","CCR7","hsa-miR-3944-5p"
"1137135","CCR7","hsa-miR-143-5p"
"1137136","CCR7","hsa-miR-1227-3p"
"1137137","CCR7","hsa-miR-550a-3-5p"
"1137138","CCR7","hsa-miR-636"
"1137139","CCR7","hsa-miR-3691-5p"
"1137140","CCR7","hsa-miR-891a-3p"
"1137141","CCR7","hsa-miR-663b"
"1137142","CCR7","hsa-miR-4648"
"1137143","CCR7","hsa-miR-1233-5p"
"1137144","CCR7","hsa-miR-4769-5p"
"1137145","CCR7","hsa-miR-491-5p"
"1137146","CCR7","hsa-miR-3151-5p"
"1137147","CCR7","hsa-miR-4447"
"1137148","CCR7","hsa-miR-6742-5p"
"1137149","CCR7","hsa-miR-6748-5p"
"1137150","CCR7","hsa-miR-6793-5p"
"1137151","CCR7","hsa-miR-203a-5p"
"1137152","CCR7","hsa-miR-1273g-5p"
"1137153","CCR7","hsa-miR-597-5p"
"1137154","CCR7","hsa-miR-3911"
"1137155","CCR7","hsa-miR-644a"
"1137156","CCR7","hsa-miR-6867-5p"
"1137157","CCR7","hsa-miR-3152-3p"
"1137158","CCR7","hsa-miR-1258"
"1137159","CCR7","hsa-miR-6853-3p"
"1137160","CCR7","hsa-miR-642b-5p"
"1137161","CCR7","hsa-miR-4423-5p"
"1137162","CCR7","hsa-miR-3147"
"1137163","CCR7","hsa-miR-3613-5p"
"1137164","CCR7","hsa-miR-6755-3p"
"1137165","CCR7","hsa-miR-8068"
"1137166","CCR7","hsa-miR-9-3p"
"1137167","CCR7","hsa-miR-3653-3p"
"1137168","CCR7","hsa-miR-6892-5p"
"1137169","CCR7","hsa-miR-889-3p"
"1137170","CCR7","hsa-miR-3941"
"1137171","CCR7","hsa-miR-4672"
"1137172","CCR7","hsa-miR-466"
"1137173","CCR7","hsa-miR-4693-5p"
"1137174","CCR7","hsa-miR-4766-3p"
"1137175","CCR7","hsa-miR-5579-3p"
"1137176","CCR7","hsa-miR-4266"
"1137177","CCR7","hsa-miR-1296-5p"
"1137178","CCR7","hsa-miR-6824-5p"
"1137179","CCR7","hsa-miR-6789-5p"
"1137180","CCR7","hsa-miR-4278"
"1137181","CCR7","hsa-miR-340-5p"
"1137182","CCR7","hsa-let-7a-3p"
"1137183","CCR7","hsa-miR-4789-5p"
"1137184","CCR7","hsa-let-7f-2-3p"
"1137185","CCR7","hsa-miR-361-5p"
"1137186","CCR7","hsa-miR-584-5p"
"1137187","CCR7","hsa-miR-3924"
"1137188","CCR7","hsa-miR-6715b-3p"
"1137189","CCR7","hsa-miR-95-3p"
"1137190","CCR7","hsa-miR-197-3p"
"1137191","CCR7","hsa-miR-6802-3p"
"1137192","CCR7","hsa-miR-6794-3p"
"1137193","CCR7","hsa-miR-5100"
"1137194","CCR7","hsa-miR-3157-5p"
"1137195","CCR7","hsa-miR-3127-5p"
"1137196","CCR7","hsa-miR-4276"
"1137197","CCR7","hsa-miR-5007-3p"
"1137198","CCR7","hsa-miR-7154-5p"
"1137199","CCR7","hsa-miR-1298-5p"
"1137200","CCR7","hsa-miR-579-3p"
"1137201","CCR7","hsa-miR-6509-3p"
"1137202","CCR7","hsa-miR-4436b-5p"
"1137203","CCR7","hsa-miR-525-5p"
"1137204","CCR7","hsa-miR-6720-5p"
"1137205","CCR7","hsa-miR-7977"
"1137206","CCR7","hsa-miR-2355-5p"
"1137207","CCR7","hsa-miR-6826-3p"
"1137208","CCR7","hsa-miR-6883-3p"
"1137209","CCR7","hsa-miR-642a-5p"
"1137210","CCR7","hsa-miR-670-5p"
"1137211","CCR7","hsa-miR-623"
"1137212","CCR7","hsa-miR-5571-3p"
"1137213","CCR7","hsa-miR-6792-3p"
"1137214","CCR7","hsa-miR-6749-3p"
"1137215","CCR7","hsa-miR-7111-3p"
"1137216","CCR7","hsa-miR-6780a-3p"
"1137217","CCR7","hsa-miR-6881-3p"
"1137218","CCR7","hsa-miR-378a-5p"
"1137219","CCR7","hsa-miR-1200"
"1137220","CCR7","hsa-miR-6868-3p"
"1137221","CCR7","hsa-miR-502-5p"
"1137222","CCR7","hsa-miR-3677-3p"
"1137223","CCR7","hsa-miR-4799-5p"
"1137224","CCR7","hsa-miR-518d-5p"
"1137225","CCR7","hsa-miR-4777-5p"
"1137226","CCR7","hsa-miR-1287-3p"
"1137227","CCR7","hsa-miR-515-5p"
"1137228","CCR7","hsa-miR-4713-5p"
"1137229","CCR7","hsa-miR-6867-3p"
"1137230","CCR7","hsa-miR-4279"
"1137231","CCR7","hsa-miR-3191-5p"
"1137232","CCR7","hsa-miR-4303"
"1137233","CCR7","hsa-miR-6828-3p"
"1137234","CCR7","hsa-miR-1299"
"1137235","CCR7","hsa-miR-516b-5p"
"1137236","CCR7","hsa-miR-5706"
"1137237","CCR7","hsa-miR-3686"
"1137238","CCR7","hsa-miR-6888-3p"
"1137239","CCR7","hsa-miR-488-3p"
"1137240","CCR7","hsa-miR-887-3p"
"1137241","CCR7","hsa-miR-7158-3p"
"1137242","CCR7","hsa-miR-203b-3p"
"1137243","CCR7","hsa-miR-127-5p"
"1137244","CCR7","hsa-miR-6126"
"1137245","CCR7","hsa-miR-183-3p"
"1137246","CCR7","hsa-miR-4452"
"1137247","CCR7","hsa-miR-943"
"1137248","CCR7","hsa-miR-580-3p"
"1137249","CCR7","hsa-miR-5708"
"1137250","CCR7","hsa-miR-1224-5p"
"1137251","CCR7","hsa-miR-4689"
"1137252","CCR7","hsa-miR-6834-5p"
"1137253","CCR7","hsa-miR-1226-5p"
"1137254","CCR7","hsa-miR-6734-5p"
"1137255","CCR7","hsa-miR-937-5p"
"1137256","CCR7","hsa-miR-627-5p"
"1137257","CCR7","hsa-miR-6790-5p"
"1137258","CCR7","hsa-miR-7641"
"1137259","CCR7","hsa-miR-548aw"
"1137260","CCR7","hsa-miR-518a-5p"
"1137261","CCR7","hsa-miR-106a-3p"
"1137262","CCR7","hsa-miR-7703"
"1137263","CCR7","hsa-miR-4325"
"1137264","CCR7","hsa-miR-1273h-3p"
"1137265","CCR7","hsa-miR-3678-3p"
"1137266","CCR7","hsa-miR-7156-3p"
"1137267","CCR7","hsa-miR-1301-3p"
"1137268","CCR7","hsa-miR-6811-5p"
"1137269","CCR7","hsa-miR-5011-3p"
"1137270","CCR7","hsa-miR-4666b"
"1137271","CCR7","hsa-miR-3064-3p"
"1137272","CCR7","hsa-miR-4715-3p"
"1137273","CCR7","hsa-miR-3972"
"1137274","CCR7","hsa-miR-5006-5p"
"1137275","CCR7","hsa-miR-5590-5p"
"1137276","CCR7","hsa-miR-4659a-5p"
"1137277","CCR7","hsa-miR-4737"
"1137278","CCR7","hsa-miR-6821-5p"
"1137279","CCR7","hsa-miR-6772-3p"
"1137280","CCR7","hsa-miR-5691"
"1137281","CCR7","hsa-miR-628-5p"
"1137282","CCR7","hsa-miR-3977"
"1137283","CCR7","hsa-miR-3978"
"1137284","CCR7","hsa-miR-4535"
"1137285","CCR7","hsa-miR-1269b"
"1137286","CCR7","hsa-miR-5009-5p"
"1137287","CCR7","hsa-miR-4531"
"1137288","CCR7","hsa-miR-1270"
"1137289","CCR7","hsa-miR-6874-5p"
"1137290","CCR7","hsa-miR-4443"
"1137291","CCR7","hsa-miR-6515-5p"
"1137292","CCR7","hsa-miR-432-3p"
"1137293","CCR7","hsa-miR-4642"
"1137294","CCR7","hsa-miR-588"
"1137295","CCR7","hsa-miR-328-3p"
"1137296","CCR7","hsa-miR-6878-3p"
"1137297","CCR7","hsa-miR-4730"
"1137298","CCR7","hsa-miR-6770-3p"
"1137299","CCR7","hsa-miR-647"
"1137300","CCR7","hsa-miR-6842-3p"
"1137301","CCR7","hsa-miR-1302"
"1137302","CCR7","hsa-miR-6788-5p"
"1137303","CCR7","hsa-miR-6780a-5p"
"1137304","CCR7","hsa-miR-6728-5p"
"1137305","CCR7","hsa-miR-5089-5p"
"1137306","CCR7","hsa-miR-1228-5p"
"1137307","CCR7","hsa-miR-4674"
"1137308","CCR7","hsa-miR-1587"
"1137309","CCR7","hsa-miR-2110"
"1137310","CCR7","hsa-miR-6810-5p"
"1137311","CCR7","hsa-miR-3150a-3p"
"1137312","CCR7","hsa-miR-6857-5p"
"1137313","CCR7","hsa-miR-1227-5p"
"1137314","CCR7","hsa-miR-4665-5p"
"1137315","CCR7","hsa-miR-7109-5p"
"1137316","CCR7","hsa-miR-6751-5p"
"1137317","CCR7","hsa-miR-6737-5p"
"1137318","CCR7","hsa-miR-3170"
"1137319","CCR7","hsa-miR-6843-3p"
"1137320","CCR7","hsa-miR-218-1-3p"
"1137321","CCR7","hsa-miR-29b-2-5p"
"1137322","CCR7","hsa-miR-135b-3p"
"1137323","CCR7","hsa-miR-297"
"1137324","CCR7","hsa-miR-4433b-5p"
"1137325","CCR7","hsa-miR-676-3p"
"1137326","CCR7","hsa-miR-4288"
"1137327","CCR7","hsa-miR-1231"
"1137328","CCR7","hsa-miR-511-5p"
"1137329","CCR7","hsa-miR-3611"
"1137330","CCR7","hsa-miR-8070"
"1137331","CCR7","hsa-miR-550b-2-5p"
"1137332","CCR7","hsa-miR-7108-5p"
"1137333","CCR7","hsa-miR-4474-3p"
"1137334","CCR7","hsa-miR-6796-5p"
"1137335","CCR7","hsa-miR-6759-5p"
"1137336","CCR7","hsa-miR-592"
"1137337","CCR7","hsa-miR-147a"
"1137338","CCR7","hsa-miR-2053"
"1137339","CCR7","hsa-miR-3658"
"1137340","CCR7","hsa-miR-651-5p"
"1137341","CCR7","hsa-miR-2909"
"1137342","CCR7","hsa-miR-374a-3p"
"1137343","CCR7","hsa-miR-3942-3p"
"1137344","CCR7","hsa-miR-3692-3p"
"1137345","CCR7","hsa-miR-5006-3p"
"1137346","CCR7","hsa-miR-670-3p"
"1137347","CCR7","hsa-miR-1238-3p"
"1137348","CCR7","hsa-miR-4263"
"1137349","CCR7","hsa-miR-576-5p"
"1137350","CCR7","hsa-miR-7159-3p"
"1137351","CCR7","hsa-miR-4482-3p"
"1137352","CCR7","hsa-miR-629-3p"
"1137353","CCR7","hsa-miR-4768-5p"
"1137354","CCR7","hsa-miR-6809-3p"
"1137355","CCR7","hsa-miR-6875-3p"
"1137356","CCR7","hsa-miR-1304-5p"
"1137357","CCR7","hsa-miR-8081"
"1137358","CCR7","hsa-miR-6516-5p"
"1137359","CCR7","hsa-miR-4776-3p"
"1137360","CCR7","hsa-miR-4529-3p"
"1137361","CCR7","hsa-miR-450a-1-3p"
"1137362","CCR7","hsa-miR-3122"
"1137363","CCR7","hsa-miR-887-5p"
"1137364","CCR7","hsa-miR-6513-5p"
"1137365","CCR7","hsa-miR-450a-2-3p"
"1137366","CCR7","hsa-miR-4260"
"1137367","CCR7","hsa-miR-5572"
"1137368","CCR7","hsa-miR-659-3p"
"1137369","CCR7","hsa-miR-4646-3p"
"1137370","CCR7","hsa-miR-2355-3p"
"1137371","CCR7","hsa-miR-552-5p"
"1137372","CCR7","hsa-miR-7856-5p"
"1137373","CCR7","hsa-miR-1305"
"1137374","CCR7","hsa-miR-5096"
"1137375","CCR7","hsa-miR-30e-3p"
"1137376","CCR7","hsa-miR-4446-5p"
"1137377","CCR7","hsa-miR-450b-5p"
"1137378","CCR7","hsa-miR-507"
"1137379","CCR7","hsa-miR-3680-3p"
"1137380","CCR7","hsa-miR-2113"
"1148841","CD2","hsa-miR-140-3p.1"
"1148842","CD2","hsa-miR-520f-3p"
"1148843","CD2","hsa-miR-216b-5p"
"1148844","CD2","hsa-miR-128-3p"
"1148845","CD2","hsa-miR-142-3p.1"
"1148846","CD2","hsa-miR-137"
"1148847","CD2","hsa-miR-548ae-3p"
"1148848","CD2","hsa-miR-34b-3p"
"1148849","CD2","hsa-miR-4789-3p"
"1148850","CD2","hsa-miR-4643"
"1148851","CD2","hsa-miR-942-3p"
"1148852","CD2","hsa-miR-6753-5p"
"1148853","CD2","hsa-miR-6512-5p"
"1148854","CD2","hsa-miR-4798-3p"
"1148855","CD2","hsa-miR-3680-5p"
"1148856","CD2","hsa-miR-508-5p"
"1148857","CD2","hsa-miR-5007-5p"
"1148858","CD2","hsa-miR-4323"
"1148859","CD2","hsa-miR-208b-5p"
"1148860","CD2","hsa-miR-4779"
"1148861","CD2","hsa-miR-2392"
"1148862","CD2","hsa-miR-5582-5p"
"1148863","CD2","hsa-miR-3929"
"1148864","CD2","hsa-miR-6735-5p"
"1148865","CD2","hsa-miR-6815-5p"
"1148866","CD2","hsa-miR-3174"
"1148867","CD2","hsa-miR-3675-3p"
"1148868","CD2","hsa-miR-501-3p"
"1148869","CD2","hsa-miR-889-5p"
"1148870","CD2","hsa-miR-205-3p"
"1148871","CD2","hsa-miR-330-3p"
"1148872","CD2","hsa-miR-6513-3p"
"1148873","CD2","hsa-miR-4705"
"1148874","CD2","hsa-miR-216b-3p"
"1148875","CD2","hsa-miR-4717-3p"
"1148876","CD2","hsa-miR-4733-3p"
"1148877","CD2","hsa-miR-3614-5p"
"1148878","CD2","hsa-miR-6500-3p"
"1148879","CD2","hsa-miR-4257"
"1148880","CD2","hsa-miR-4768-3p"
"1148881","CD2","hsa-miR-4459"
"1148882","CD2","hsa-miR-4433a-3p"
"1148883","CD2","hsa-miR-6715b-5p"
"1148884","CD2","hsa-miR-490-5p"
"1148885","CD2","hsa-miR-488-5p"
"1148886","CD2","hsa-miR-4645-5p"
"1148887","CD2","hsa-miR-6837-5p"
"1148888","CD2","hsa-miR-4324"
"1148889","CD2","hsa-miR-4746-5p"
"1148890","CD2","hsa-miR-554"
"1148891","CD2","hsa-miR-3664-3p"
"1148892","CD2","hsa-miR-520f-5p"
"1148893","CD2","hsa-miR-6817-3p"
"1148894","CD2","hsa-miR-146a-3p"
"1148895","CD2","hsa-miR-301a-5p"
"1148896","CD2","hsa-miR-3921"
"1148897","CD2","hsa-miR-6761-5p"
"1148898","CD2","hsa-miR-4649-3p"
"1148899","CD2","hsa-miR-7162-3p"
"1148900","CD2","hsa-miR-4682"
"1148901","CD2","hsa-miR-3130-3p"
"1148902","CD2","hsa-miR-4793-3p"
"1148903","CD2","hsa-miR-7978"
"1148904","CD2","hsa-miR-6889-3p"
"1148905","CD2","hsa-miR-6737-3p"
"1148906","CD2","hsa-miR-570-3p"
"1148907","CD2","hsa-miR-5585-5p"
"1148908","CD2","hsa-miR-631"
"1148909","CD2","hsa-miR-4786-5p"
"1148910","CD2","hsa-miR-769-5p"
"1148911","CD2","hsa-miR-3150b-3p"
"1148912","CD2","hsa-miR-3616-3p"
"1148913","CD2","hsa-miR-7854-3p"
"1148914","CD2","hsa-miR-6134"
"1148915","CD2","hsa-miR-8082"
"1148916","CD2","hsa-miR-3134"
"1148917","CD2","hsa-miR-8064"
"1148918","CD2","hsa-miR-5589-3p"
"1148919","CD2","hsa-miR-2467-3p"
"1148920","CD2","hsa-miR-423-3p"
"1148921","CD2","hsa-miR-8077"
"1148922","CD2","hsa-miR-103a-2-5p"
"1148923","CD2","hsa-miR-3140-3p"
"1148924","CD2","hsa-miR-4633-3p"
"1148925","CD2","hsa-miR-6851-5p"
"1148926","CD2","hsa-miR-4791"
"1148927","CD2","hsa-miR-7155-3p"
"1148928","CD2","hsa-miR-6762-3p"
"1148929","CD2","hsa-miR-7974"
"1148930","CD2","hsa-miR-4687-3p"
"1148931","CD2","hsa-miR-654-5p"
"1148932","CD2","hsa-miR-92a-2-5p"
"1148933","CD2","hsa-miR-6769a-5p"
"1148934","CD2","hsa-miR-3650"
"1148935","CD2","hsa-miR-6073"
"1148936","CD2","hsa-miR-3909"
"1148937","CD2","hsa-miR-4504"
"1148938","CD2","hsa-miR-663b"
"1148939","CD2","hsa-miR-6792-5p"
"1148940","CD2","hsa-miR-466"
"1148941","CD2","hsa-miR-921"
"1148942","CD2","hsa-miR-513a-5p"
"1148943","CD2","hsa-miR-525-5p"
"1148944","CD2","hsa-miR-4279"
"1148945","CD2","hsa-miR-4689"
"1148946","CD2","hsa-miR-106a-3p"
"1148947","CD2","hsa-miR-3678-3p"
"1148948","CD2","hsa-miR-3977"
"1148949","CD2","hsa-miR-4520-3p"
"1148950","CD2","hsa-miR-6874-5p"
"1148951","CD2","hsa-miR-7108-5p"
"1148952","CD2","hsa-miR-4503"
"1148953","CD2","hsa-miR-325-3p"
"1148954","CD2","hsa-miR-544a-3p"
"1148955","CD2","hsa-miR-4743-3p"
"1148956","CD2","hsa-miR-4652-3p"
"1153192","CD27","hsa-miR-3064-5p"
"1153193","CD27","hsa-miR-124-3p.1"
"1153194","CD27","hsa-miR-130a-3p"
"1153195","CD27","hsa-miR-193a-5p"
"1153196","CD27","hsa-miR-142-3p.1"
"1153197","CD27","hsa-miR-548an"
"1153198","CD27","hsa-miR-595"
"1153199","CD27","hsa-miR-6768-5p"
"1153200","CD27","hsa-miR-3664-5p"
"1153201","CD27","hsa-miR-509-5p"
"1153202","CD27","hsa-miR-6165"
"1153203","CD27","hsa-miR-3943"
"1153204","CD27","hsa-miR-2392"
"1153205","CD27","hsa-miR-7160-3p"
"1153206","CD27","hsa-miR-4446-3p"
"1153207","CD27","hsa-miR-299-3p"
"1153208","CD27","hsa-miR-6767-3p"
"1153209","CD27","hsa-miR-4639-3p"
"1153210","CD27","hsa-miR-3619-5p"
"1153211","CD27","hsa-miR-1207-3p"
"1153212","CD27","hsa-miR-6777-3p"
"1153213","CD27","hsa-miR-4685-5p"
"1153214","CD27","hsa-miR-4301"
"1153215","CD27","hsa-miR-7108-3p"
"1153216","CD27","hsa-miR-4667-3p"
"1153217","CD27","hsa-miR-4732-3p"
"1153218","CD27","hsa-miR-6752-3p"
"1153219","CD27","hsa-miR-4780"
"1153220","CD27","hsa-miR-6780b-3p"
"1153221","CD27","hsa-miR-6891-3p"
"1153222","CD27","hsa-miR-660-3p"
"1153223","CD27","hsa-miR-6727-3p"
"1153224","CD27","hsa-miR-370-3p"
"1153225","CD27","hsa-miR-1304-3p"
"1153226","CD27","hsa-miR-1266-5p"
"1153227","CD27","hsa-miR-6870-3p"
"1153228","CD27","hsa-miR-4469"
"1153229","CD27","hsa-miR-7113-3p"
"1153230","CD27","hsa-miR-4287"
"1153231","CD27","hsa-miR-1976"
"1153232","CD27","hsa-miR-1184"
"1153233","CD27","hsa-miR-17-3p"
"1153234","CD27","hsa-miR-378g"
"1153235","CD27","hsa-miR-20b-3p"
"1153236","CD27","hsa-miR-6773-3p"
"1153237","CD27","hsa-miR-215-3p"
"1153238","CD27","hsa-miR-643"
"1153239","CD27","hsa-miR-5681a"
"1153240","CD27","hsa-miR-1225-3p"
"1153241","CD27","hsa-miR-3605-5p"
"1153242","CD27","hsa-miR-4660"
"1153243","CD27","hsa-miR-873-5p.2"
"1153244","CD27","hsa-miR-6132"
"1153245","CD27","hsa-miR-1909-3p"
"1153246","CD27","hsa-miR-4755-3p"
"1153247","CD27","hsa-miR-4290"
"1153248","CD27","hsa-miR-7976"
"1153249","CD27","hsa-miR-5580-5p"
"1153250","CD27","hsa-miR-2115-5p"
"1153251","CD27","hsa-miR-7162-5p"
"1153252","CD27","hsa-miR-1288-3p"
"1153253","CD27","hsa-miR-3612"
"1153254","CD27","hsa-miR-1291"
"1153255","CD27","hsa-miR-1908-5p"
"1153256","CD27","hsa-miR-604"
"1153257","CD27","hsa-miR-6762-3p"
"1153258","CD27","hsa-miR-4430"
"1153259","CD27","hsa-miR-4505"
"1153260","CD27","hsa-miR-8052"
"1153261","CD27","hsa-miR-365a-5p"
"1153262","CD27","hsa-miR-4437"
"1153263","CD27","hsa-miR-4741"
"1153264","CD27","hsa-miR-6835-5p"
"1153265","CD27","hsa-miR-6842-5p"
"1153266","CD27","hsa-miR-608"
"1153267","CD27","hsa-miR-6745"
"1153268","CD27","hsa-miR-6756-5p"
"1153269","CD27","hsa-miR-1293"
"1153270","CD27","hsa-miR-6880-5p"
"1153271","CD27","hsa-miR-92a-2-5p"
"1153272","CD27","hsa-miR-323a-5p"
"1153273","CD27","hsa-miR-6073"
"1153274","CD27","hsa-miR-668-3p"
"1153275","CD27","hsa-miR-3909"
"1153276","CD27","hsa-miR-6830-3p"
"1153277","CD27","hsa-miR-3944-5p"
"1153278","CD27","hsa-miR-7847-3p"
"1153279","CD27","hsa-miR-1233-5p"
"1153280","CD27","hsa-miR-4447"
"1153281","CD27","hsa-miR-6748-5p"
"1153282","CD27","hsa-miR-6793-5p"
"1153283","CD27","hsa-miR-3177-5p"
"1153284","CD27","hsa-miR-4672"
"1153285","CD27","hsa-miR-4671-3p"
"1153286","CD27","hsa-miR-6794-3p"
"1153287","CD27","hsa-miR-452-3p"
"1153288","CD27","hsa-miR-188-3p"
"1153289","CD27","hsa-miR-1260a"
"1153290","CD27","hsa-miR-3156-3p"
"1153291","CD27","hsa-miR-623"
"1153292","CD27","hsa-miR-6867-3p"
