"name","selected","shared name","type"
"hsa-miR-192-3p","false","hsa-miR-192-3p","miRNA"
"hsa-miR-3972","false","hsa-miR-3972","miRNA"
"hsa-miR-5590-5p","false","hsa-miR-5590-5p","miRNA"
"hsa-miR-4659a-5p","false","hsa-miR-4659a-5p","miRNA"
"hsa-miR-3157-3p","false","hsa-miR-3157-3p","miRNA"
"hsa-miR-874-3p","false","hsa-miR-874-3p","miRNA"
"hsa-miR-6836-3p","false","hsa-miR-6836-3p","miRNA"
"hsa-miR-6894-3p","false","hsa-miR-6894-3p","miRNA"
"hsa-miR-6514-3p","false","hsa-miR-6514-3p","miRNA"
"hsa-miR-6772-3p","false","hsa-miR-6772-3p","miRNA"
"hsa-miR-5691","false","hsa-miR-5691","miRNA"
"hsa-miR-628-5p","false","hsa-miR-628-5p","miRNA"
"hsa-miR-3977","false","hsa-miR-3977","miRNA"
"hsa-miR-3978","false","hsa-miR-3978","miRNA"
"hsa-miR-4520-3p","false","hsa-miR-4520-3p","miRNA"
"hsa-miR-1269a","false","hsa-miR-1269a","miRNA"
"hsa-miR-4642","false","hsa-miR-4642","miRNA"
"hsa-miR-548s","false","hsa-miR-548s","miRNA"
"hsa-miR-6878-3p","false","hsa-miR-6878-3p","miRNA"
"hsa-miR-6842-3p","false","hsa-miR-6842-3p","miRNA"
"hsa-miR-6788-5p","false","hsa-miR-6788-5p","miRNA"
"hsa-miR-1273h-5p","false","hsa-miR-1273h-5p","miRNA"
"hsa-miR-1587","false","hsa-miR-1587","miRNA"
"hsa-miR-4701-3p","false","hsa-miR-4701-3p","miRNA"
"hsa-miR-218-1-3p","false","hsa-miR-218-1-3p","miRNA"
"hsa-miR-6818-3p","false","hsa-miR-6818-3p","miRNA"
"hsa-miR-4288","false","hsa-miR-4288","miRNA"
"hsa-miR-1231","false","hsa-miR-1231","miRNA"
"hsa-miR-6808-3p","false","hsa-miR-6808-3p","miRNA"
"hsa-miR-550b-2-5p","false","hsa-miR-550b-2-5p","miRNA"
"hsa-miR-592","false","hsa-miR-592","miRNA"
"hsa-miR-4503","false","hsa-miR-4503","miRNA"
"hsa-miR-374b-3p","false","hsa-miR-374b-3p","miRNA"
"hsa-miR-2909","false","hsa-miR-2909","miRNA"
"hsa-miR-5006-3p","false","hsa-miR-5006-3p","miRNA"
"hsa-miR-1238-3p","false","hsa-miR-1238-3p","miRNA"
"hsa-miR-4263","false","hsa-miR-4263","miRNA"
"hsa-miR-576-5p","false","hsa-miR-576-5p","miRNA"
"hsa-miR-4482-3p","false","hsa-miR-4482-3p","miRNA"
"hsa-miR-4776-3p","false","hsa-miR-4776-3p","miRNA"
"hsa-miR-3152-5p","false","hsa-miR-3152-5p","miRNA"
"hsa-miR-4520-2-3p","false","hsa-miR-4520-2-3p","miRNA"
"hsa-miR-4529-3p","false","hsa-miR-4529-3p","miRNA"
"hsa-miR-450a-1-3p","false","hsa-miR-450a-1-3p","miRNA"
"hsa-miR-3122","false","hsa-miR-3122","miRNA"
"hsa-miR-887-5p","false","hsa-miR-887-5p","miRNA"
"hsa-miR-659-3p","false","hsa-miR-659-3p","miRNA"
"hsa-miR-3149","false","hsa-miR-3149","miRNA"
"hsa-miR-5096","false","hsa-miR-5096","miRNA"
"hsa-miR-7850-5p","false","hsa-miR-7850-5p","miRNA"
"hsa-miR-2113","false","hsa-miR-2113","miRNA"
"CCL13","false","CCL13","gene"
"hsa-miR-383-5p.2","false","hsa-miR-383-5p.2","miRNA"
"hsa-miR-363-3p","false","hsa-miR-363-3p","miRNA"
"hsa-miR-33a-5p","false","hsa-miR-33a-5p","miRNA"
"hsa-miR-1276","false","hsa-miR-1276","miRNA"
"hsa-miR-3120-3p","false","hsa-miR-3120-3p","miRNA"
"hsa-miR-888-5p","false","hsa-miR-888-5p","miRNA"
"hsa-miR-3145-5p","false","hsa-miR-3145-5p","miRNA"
"hsa-miR-646","false","hsa-miR-646","miRNA"
"hsa-miR-3681-5p","false","hsa-miR-3681-5p","miRNA"
"hsa-miR-6847-5p","false","hsa-miR-6847-5p","miRNA"
"hsa-miR-922","false","hsa-miR-922","miRNA"
"hsa-miR-214-3p","false","hsa-miR-214-3p","miRNA"
"hsa-miR-4267","false","hsa-miR-4267","miRNA"
"hsa-miR-331-3p","false","hsa-miR-331-3p","miRNA"
"hsa-miR-4292","false","hsa-miR-4292","miRNA"
"hsa-miR-7158-5p","false","hsa-miR-7158-5p","miRNA"
"hsa-miR-1292-5p","false","hsa-miR-1292-5p","miRNA"
"hsa-miR-4471","false","hsa-miR-4471","miRNA"
"hsa-miR-6848-5p","false","hsa-miR-6848-5p","miRNA"
"hsa-miR-4291","false","hsa-miR-4291","miRNA"
"hsa-miR-155-3p","false","hsa-miR-155-3p","miRNA"
"hsa-miR-1178-3p","false","hsa-miR-1178-3p","miRNA"
"hsa-miR-3692-3p","false","hsa-miR-3692-3p","miRNA"
"hsa-miR-138-5p","false","hsa-miR-138-5p","miRNA"
"CCL18","false","CCL18","gene"
"hsa-miR-23c","false","hsa-miR-23c","miRNA"
"hsa-miR-183-5p.1","false","hsa-miR-183-5p.1","miRNA"
"hsa-miR-133a-3p.1","false","hsa-miR-133a-3p.1","miRNA"
"hsa-miR-210-3p","false","hsa-miR-210-3p","miRNA"
"hsa-miR-133a-3p.2","false","hsa-miR-133a-3p.2","miRNA"
"hsa-miR-548u","false","hsa-miR-548u","miRNA"
"hsa-miR-3667-5p","false","hsa-miR-3667-5p","miRNA"
"hsa-miR-548ao-3p","false","hsa-miR-548ao-3p","miRNA"
"hsa-miR-8084","false","hsa-miR-8084","miRNA"
"hsa-miR-6782-3p","false","hsa-miR-6782-3p","miRNA"
"hsa-miR-483-3p.1","false","hsa-miR-483-3p.1","miRNA"
"hsa-miR-374c-3p","false","hsa-miR-374c-3p","miRNA"
"hsa-miR-890","false","hsa-miR-890","miRNA"
"hsa-miR-6783-5p","false","hsa-miR-6783-5p","miRNA"
"hsa-miR-6865-5p","false","hsa-miR-6865-5p","miRNA"
"hsa-miR-1278","false","hsa-miR-1278","miRNA"
"hsa-miR-6074","false","hsa-miR-6074","miRNA"
"hsa-miR-7151-5p","false","hsa-miR-7151-5p","miRNA"
"hsa-miR-556-5p","false","hsa-miR-556-5p","miRNA"
"hsa-miR-586","false","hsa-miR-586","miRNA"
"hsa-miR-664a-3p","false","hsa-miR-664a-3p","miRNA"
"hsa-miR-4709-5p","false","hsa-miR-4709-5p","miRNA"
"hsa-miR-873-5p.1","false","hsa-miR-873-5p.1","miRNA"
"hsa-miR-484","false","hsa-miR-484","miRNA"
"hsa-miR-622","false","hsa-miR-622","miRNA"
"hsa-miR-1279","false","hsa-miR-1279","miRNA"
"hsa-miR-4317","false","hsa-miR-4317","miRNA"
"hsa-miR-454-5p","false","hsa-miR-454-5p","miRNA"
"hsa-miR-1470","false","hsa-miR-1470","miRNA"
"hsa-miR-6803-3p","false","hsa-miR-6803-3p","miRNA"
"hsa-miR-6852-5p","false","hsa-miR-6852-5p","miRNA"
"hsa-miR-6742-3p","false","hsa-miR-6742-3p","miRNA"
"hsa-miR-1266-3p","false","hsa-miR-1266-3p","miRNA"
"hsa-miR-3925-3p","false","hsa-miR-3925-3p","miRNA"
"hsa-miR-324-3p","false","hsa-miR-324-3p","miRNA"
"hsa-miR-5189-5p","false","hsa-miR-5189-5p","miRNA"
"hsa-miR-4490","false","hsa-miR-4490","miRNA"
"hsa-miR-4677-3p","false","hsa-miR-4677-3p","miRNA"
"hsa-miR-145-3p","false","hsa-miR-145-3p","miRNA"
"hsa-miR-891b","false","hsa-miR-891b","miRNA"
"hsa-miR-5699-5p","false","hsa-miR-5699-5p","miRNA"
"hsa-miR-4749-3p","false","hsa-miR-4749-3p","miRNA"
"hsa-miR-7976","false","hsa-miR-7976","miRNA"
"hsa-miR-146b-3p","false","hsa-miR-146b-3p","miRNA"
"hsa-miR-4663","false","hsa-miR-4663","miRNA"
"hsa-miR-8077","false","hsa-miR-8077","miRNA"
"hsa-miR-133a-5p","false","hsa-miR-133a-5p","miRNA"
"hsa-miR-6131","false","hsa-miR-6131","miRNA"
"hsa-miR-1289","false","hsa-miR-1289","miRNA"
"hsa-miR-4763-3p","false","hsa-miR-4763-3p","miRNA"
"hsa-miR-4430","false","hsa-miR-4430","miRNA"
"hsa-miR-6739-5p","false","hsa-miR-6739-5p","miRNA"
"hsa-miR-4253","false","hsa-miR-4253","miRNA"
"hsa-miR-6508-3p","false","hsa-miR-6508-3p","miRNA"
"hsa-miR-296-5p","false","hsa-miR-296-5p","miRNA"
"hsa-miR-4281","false","hsa-miR-4281","miRNA"
"hsa-miR-3907","false","hsa-miR-3907","miRNA"
"hsa-miR-346","false","hsa-miR-346","miRNA"
"hsa-miR-4724-3p","false","hsa-miR-4724-3p","miRNA"
"hsa-miR-6883-3p","false","hsa-miR-6883-3p","miRNA"
"hsa-miR-642a-5p","false","hsa-miR-642a-5p","miRNA"
"hsa-miR-1343-3p","false","hsa-miR-1343-3p","miRNA"
"hsa-miR-6864-5p","false","hsa-miR-6864-5p","miRNA"
"hsa-miR-943","false","hsa-miR-943","miRNA"
"hsa-miR-640","false","hsa-miR-640","miRNA"
"hsa-miR-7150","false","hsa-miR-7150","miRNA"
"hsa-miR-588","false","hsa-miR-588","miRNA"
"hsa-miR-6773-5p","false","hsa-miR-6773-5p","miRNA"
"hsa-miR-4474-3p","false","hsa-miR-4474-3p","miRNA"
"hsa-miR-1305","false","hsa-miR-1305","miRNA"
"hsa-miR-30e-3p","false","hsa-miR-30e-3p","miRNA"
"hsa-miR-4446-5p","false","hsa-miR-4446-5p","miRNA"
"hsa-miR-503-5p","false","hsa-miR-503-5p","miRNA"
"CCL5","false","CCL5","gene"
"hsa-miR-372-3p","false","hsa-miR-372-3p","miRNA"
"hsa-miR-1306-5p","false","hsa-miR-1306-5p","miRNA"
"hsa-miR-150-5p","false","hsa-miR-150-5p","miRNA"
"hsa-miR-146a-5p","false","hsa-miR-146a-5p","miRNA"
"hsa-miR-122-5p","false","hsa-miR-122-5p","miRNA"
"hsa-miR-99b-3p","false","hsa-miR-99b-3p","miRNA"
"hsa-miR-148a-5p","false","hsa-miR-148a-5p","miRNA"
"hsa-miR-4438","false","hsa-miR-4438","miRNA"
"hsa-miR-122-3p","false","hsa-miR-122-3p","miRNA"
"hsa-miR-509-3-5p","false","hsa-miR-509-3-5p","miRNA"
"hsa-miR-6779-3p","false","hsa-miR-6779-3p","miRNA"
"hsa-miR-6877-3p","false","hsa-miR-6877-3p","miRNA"
"hsa-miR-208b-5p","false","hsa-miR-208b-5p","miRNA"
"hsa-miR-512-3p","false","hsa-miR-512-3p","miRNA"
"hsa-miR-6890-5p","false","hsa-miR-6890-5p","miRNA"
"hsa-miR-4781-3p","false","hsa-miR-4781-3p","miRNA"
"hsa-miR-6736-3p","false","hsa-miR-6736-3p","miRNA"
"hsa-miR-1224-3p","false","hsa-miR-1224-3p","miRNA"
"hsa-miR-6887-3p","false","hsa-miR-6887-3p","miRNA"
"hsa-miR-6795-3p","false","hsa-miR-6795-3p","miRNA"
"hsa-miR-4740-3p","false","hsa-miR-4740-3p","miRNA"
"hsa-miR-1247-3p","false","hsa-miR-1247-3p","miRNA"
"hsa-miR-4532","false","hsa-miR-4532","miRNA"
"hsa-miR-4485-5p","false","hsa-miR-4485-5p","miRNA"
"hsa-miR-221-5p","false","hsa-miR-221-5p","miRNA"
"hsa-miR-1281","false","hsa-miR-1281","miRNA"
"hsa-miR-6812-3p","false","hsa-miR-6812-3p","miRNA"
"hsa-miR-6741-3p","false","hsa-miR-6741-3p","miRNA"
"hsa-miR-1304-3p","false","hsa-miR-1304-3p","miRNA"
"hsa-miR-1307-3p","false","hsa-miR-1307-3p","miRNA"
"hsa-miR-4638-5p","false","hsa-miR-4638-5p","miRNA"
"hsa-miR-326","false","hsa-miR-326","miRNA"
"hsa-miR-3128","false","hsa-miR-3128","miRNA"
"hsa-miR-619-5p","false","hsa-miR-619-5p","miRNA"
"hsa-miR-378g","false","hsa-miR-378g","miRNA"
"hsa-miR-4700-5p","false","hsa-miR-4700-5p","miRNA"
"hsa-miR-3663-5p","false","hsa-miR-3663-5p","miRNA"
"hsa-miR-6790-3p","false","hsa-miR-6790-3p","miRNA"
"hsa-miR-6821-3p","false","hsa-miR-6821-3p","miRNA"
"hsa-miR-589-5p","false","hsa-miR-589-5p","miRNA"
"hsa-miR-1233-3p","false","hsa-miR-1233-3p","miRNA"
"hsa-miR-423-5p","false","hsa-miR-423-5p","miRNA"
"hsa-miR-5194","false","hsa-miR-5194","miRNA"
"hsa-miR-668-5p","false","hsa-miR-668-5p","miRNA"
"hsa-miR-3656","false","hsa-miR-3656","miRNA"
"hsa-miR-6853-5p","false","hsa-miR-6853-5p","miRNA"
"hsa-miR-4731-5p","false","hsa-miR-4731-5p","miRNA"
"hsa-miR-5589-5p","false","hsa-miR-5589-5p","miRNA"
"hsa-miR-4294","false","hsa-miR-4294","miRNA"
"hsa-miR-504-3p","false","hsa-miR-504-3p","miRNA"
"hsa-miR-6851-3p","false","hsa-miR-6851-3p","miRNA"
"hsa-miR-6789-3p","false","hsa-miR-6789-3p","miRNA"
"hsa-miR-4634","false","hsa-miR-4634","miRNA"
"hsa-miR-4640-5p","false","hsa-miR-4640-5p","miRNA"
"hsa-miR-5698","false","hsa-miR-5698","miRNA"
"hsa-miR-6881-5p","false","hsa-miR-6881-5p","miRNA"
"hsa-miR-193b-5p","false","hsa-miR-193b-5p","miRNA"
"hsa-miR-6766-5p","false","hsa-miR-6766-5p","miRNA"
"hsa-miR-23b-5p","false","hsa-miR-23b-5p","miRNA"
"hsa-miR-656-5p","false","hsa-miR-656-5p","miRNA"
"hsa-miR-6879-3p","false","hsa-miR-6879-3p","miRNA"
"hsa-miR-891a-3p","false","hsa-miR-891a-3p","miRNA"
"hsa-miR-644a","false","hsa-miR-644a","miRNA"
"hsa-miR-5095","false","hsa-miR-5095","miRNA"
"hsa-miR-411-5p.2","false","hsa-miR-411-5p.2","miRNA"
"hsa-miR-6826-3p","false","hsa-miR-6826-3p","miRNA"
"hsa-miR-518d-5p","false","hsa-miR-518d-5p","miRNA"
"hsa-miR-6807-5p","false","hsa-miR-6807-5p","miRNA"
"hsa-miR-5006-5p","false","hsa-miR-5006-5p","miRNA"
"hsa-miR-4435","false","hsa-miR-4435","miRNA"
"hsa-miR-3187-3p","false","hsa-miR-3187-3p","miRNA"
"hsa-miR-6724-5p","false","hsa-miR-6724-5p","miRNA"
"hsa-miR-3150a-3p","false","hsa-miR-3150a-3p","miRNA"
"hsa-miR-6857-5p","false","hsa-miR-6857-5p","miRNA"
"hsa-miR-6855-5p","false","hsa-miR-6855-5p","miRNA"
"hsa-miR-6843-3p","false","hsa-miR-6843-3p","miRNA"
"hsa-miR-450a-2-3p","false","hsa-miR-450a-2-3p","miRNA"
"CCR2","false","CCR2","gene"
"hsa-miR-196b-5p","false","hsa-miR-196b-5p","miRNA"
"hsa-miR-182-5p","false","hsa-miR-182-5p","miRNA"
"hsa-miR-1271-5p","false","hsa-miR-1271-5p","miRNA"
"hsa-miR-548bb-3p","false","hsa-miR-548bb-3p","miRNA"
"hsa-miR-3912-3p","false","hsa-miR-3912-3p","miRNA"
"hsa-miR-6750-3p","false","hsa-miR-6750-3p","miRNA"
"hsa-miR-8080","false","hsa-miR-8080","miRNA"
"hsa-miR-603","false","hsa-miR-603","miRNA"
"hsa-miR-1277-3p","false","hsa-miR-1277-3p","miRNA"
"hsa-miR-892c-3p","false","hsa-miR-892c-3p","miRNA"
"hsa-miR-6863","false","hsa-miR-6863","miRNA"
"hsa-miR-3916","false","hsa-miR-3916","miRNA"
"hsa-miR-4293","false","hsa-miR-4293","miRNA"
"hsa-miR-4453","false","hsa-miR-4453","miRNA"
"hsa-miR-4433b-3p","false","hsa-miR-4433b-3p","miRNA"
"hsa-miR-4661-3p","false","hsa-miR-4661-3p","miRNA"
"hsa-miR-6750-5p","false","hsa-miR-6750-5p","miRNA"
"hsa-miR-296-3p","false","hsa-miR-296-3p","miRNA"
"hsa-miR-532-5p","false","hsa-miR-532-5p","miRNA"
"hsa-miR-4272","false","hsa-miR-4272","miRNA"
"hsa-miR-6826-5p","false","hsa-miR-6826-5p","miRNA"
"hsa-miR-1288-5p","false","hsa-miR-1288-5p","miRNA"
"hsa-miR-7157-5p","false","hsa-miR-7157-5p","miRNA"
"hsa-miR-4301","false","hsa-miR-4301","miRNA"
"hsa-miR-5707","false","hsa-miR-5707","miRNA"
"hsa-miR-6508-5p","false","hsa-miR-6508-5p","miRNA"
"hsa-miR-4539","false","hsa-miR-4539","miRNA"
"hsa-miR-6068","false","hsa-miR-6068","miRNA"
"hsa-miR-4786-3p","false","hsa-miR-4786-3p","miRNA"
"hsa-miR-493-3p","false","hsa-miR-493-3p","miRNA"
"hsa-miR-2277-3p","false","hsa-miR-2277-3p","miRNA"
"hsa-miR-6831-3p","false","hsa-miR-6831-3p","miRNA"
"hsa-miR-8082","false","hsa-miR-8082","miRNA"
"hsa-miR-5589-3p","false","hsa-miR-5589-3p","miRNA"
"hsa-miR-6797-3p","false","hsa-miR-6797-3p","miRNA"
"hsa-miR-1254","false","hsa-miR-1254","miRNA"
"hsa-miR-4297","false","hsa-miR-4297","miRNA"
"hsa-miR-3194-3p","false","hsa-miR-3194-3p","miRNA"
"hsa-miR-4327","false","hsa-miR-4327","miRNA"
"hsa-miR-885-3p","false","hsa-miR-885-3p","miRNA"
"hsa-miR-629-5p","false","hsa-miR-629-5p","miRNA"
"hsa-miR-182-3p","false","hsa-miR-182-3p","miRNA"
"hsa-miR-152-5p","false","hsa-miR-152-5p","miRNA"
"hsa-miR-563","false","hsa-miR-563","miRNA"
"hsa-miR-6895-3p","false","hsa-miR-6895-3p","miRNA"
"hsa-miR-134-5p","false","hsa-miR-134-5p","miRNA"
"hsa-miR-3164","false","hsa-miR-3164","miRNA"
"hsa-miR-663b","false","hsa-miR-663b","miRNA"
"hsa-miR-4266","false","hsa-miR-4266","miRNA"
"hsa-miR-4633-5p","false","hsa-miR-4633-5p","miRNA"
"hsa-miR-377-3p","false","hsa-miR-377-3p","miRNA"
"hsa-miR-1260a","false","hsa-miR-1260a","miRNA"
"hsa-miR-3156-3p","false","hsa-miR-3156-3p","miRNA"
"hsa-miR-4777-5p","false","hsa-miR-4777-5p","miRNA"
"hsa-miR-4713-5p","false","hsa-miR-4713-5p","miRNA"
"hsa-miR-7843-3p","false","hsa-miR-7843-3p","miRNA"
"hsa-miR-4309","false","hsa-miR-4309","miRNA"
"hsa-miR-30c-1-3p","false","hsa-miR-30c-1-3p","miRNA"
"hsa-miR-30b-3p","false","hsa-miR-30b-3p","miRNA"
"hsa-miR-7108-5p","false","hsa-miR-7108-5p","miRNA"
"hsa-miR-2053","false","hsa-miR-2053","miRNA"
"hsa-miR-302c-5p","false","hsa-miR-302c-5p","miRNA"
"hsa-miR-374a-3p","false","hsa-miR-374a-3p","miRNA"
"hsa-miR-4762-3p","false","hsa-miR-4762-3p","miRNA"
"hsa-miR-578","false","hsa-miR-578","miRNA"
"CCR5","false","CCR5","gene"
"hsa-miR-802","false","hsa-miR-802","miRNA"
"hsa-miR-139-5p","false","hsa-miR-139-5p","miRNA"
"hsa-miR-212-3p","false","hsa-miR-212-3p","miRNA"
"hsa-miR-520f-3p","false","hsa-miR-520f-3p","miRNA"
"hsa-miR-199a-3p","false","hsa-miR-199a-3p","miRNA"
"hsa-miR-124-3p.2","false","hsa-miR-124-3p.2","miRNA"
"hsa-miR-192-5p","false","hsa-miR-192-5p","miRNA"
"hsa-miR-218-5p","false","hsa-miR-218-5p","miRNA"
"hsa-miR-21-3p","false","hsa-miR-21-3p","miRNA"
"hsa-miR-3617-5p","false","hsa-miR-3617-5p","miRNA"
"hsa-miR-100-3p","false","hsa-miR-100-3p","miRNA"
"hsa-miR-3910","false","hsa-miR-3910","miRNA"
"hsa-miR-524-3p","false","hsa-miR-524-3p","miRNA"
"hsa-miR-3936","false","hsa-miR-3936","miRNA"
"hsa-miR-224-5p","false","hsa-miR-224-5p","miRNA"
"hsa-miR-6856-3p","false","hsa-miR-6856-3p","miRNA"
"hsa-miR-6800-3p","false","hsa-miR-6800-3p","miRNA"
"hsa-miR-4714-5p","false","hsa-miR-4714-5p","miRNA"
"hsa-miR-483-5p","false","hsa-miR-483-5p","miRNA"
"hsa-miR-6871-3p","false","hsa-miR-6871-3p","miRNA"
"hsa-miR-449b-3p","false","hsa-miR-449b-3p","miRNA"
"hsa-miR-4446-3p","false","hsa-miR-4446-3p","miRNA"
"hsa-miR-1244","false","hsa-miR-1244","miRNA"
"hsa-miR-875-5p","false","hsa-miR-875-5p","miRNA"
"hsa-miR-34c-3p","false","hsa-miR-34c-3p","miRNA"
"hsa-miR-6871-5p","false","hsa-miR-6871-5p","miRNA"
"hsa-miR-6834-3p","false","hsa-miR-6834-3p","miRNA"
"hsa-miR-5697","false","hsa-miR-5697","miRNA"
"hsa-miR-3620-3p","false","hsa-miR-3620-3p","miRNA"
"hsa-miR-4639-3p","false","hsa-miR-4639-3p","miRNA"
"hsa-miR-4257","false","hsa-miR-4257","miRNA"
"hsa-miR-4691-3p","false","hsa-miR-4691-3p","miRNA"
"hsa-miR-4690-3p","false","hsa-miR-4690-3p","miRNA"
"hsa-miR-4692","false","hsa-miR-4692","miRNA"
"hsa-miR-1972","false","hsa-miR-1972","miRNA"
"hsa-miR-936","false","hsa-miR-936","miRNA"
"hsa-miR-5190","false","hsa-miR-5190","miRNA"
"hsa-miR-6764-5p","false","hsa-miR-6764-5p","miRNA"
"hsa-miR-5009-3p","false","hsa-miR-5009-3p","miRNA"
"hsa-miR-3690","false","hsa-miR-3690","miRNA"
"hsa-miR-4254","false","hsa-miR-4254","miRNA"
"hsa-miR-486-5p","false","hsa-miR-486-5p","miRNA"
"hsa-miR-3121-5p","false","hsa-miR-3121-5p","miRNA"
"hsa-miR-1249-3p","false","hsa-miR-1249-3p","miRNA"
"hsa-miR-6078","false","hsa-miR-6078","miRNA"
"hsa-miR-6731-3p","false","hsa-miR-6731-3p","miRNA"
"hsa-miR-6511a-3p","false","hsa-miR-6511a-3p","miRNA"
"hsa-miR-6784-3p","false","hsa-miR-6784-3p","miRNA"
"hsa-miR-6870-3p","false","hsa-miR-6870-3p","miRNA"
"hsa-miR-4469","false","hsa-miR-4469","miRNA"
"hsa-miR-4685-3p","false","hsa-miR-4685-3p","miRNA"
"hsa-miR-3615","false","hsa-miR-3615","miRNA"
"hsa-miR-4653-5p","false","hsa-miR-4653-5p","miRNA"
"hsa-miR-4750-3p","false","hsa-miR-4750-3p","miRNA"
"hsa-miR-7157-3p","false","hsa-miR-7157-3p","miRNA"
"hsa-miR-432-5p","false","hsa-miR-432-5p","miRNA"
"hsa-miR-4738-3p","false","hsa-miR-4738-3p","miRNA"
"hsa-miR-548ao-5p","false","hsa-miR-548ao-5p","miRNA"
"hsa-miR-6846-3p","false","hsa-miR-6846-3p","miRNA"
"hsa-miR-3975","false","hsa-miR-3975","miRNA"
"hsa-miR-2467-5p","false","hsa-miR-2467-5p","miRNA"
"hsa-miR-3188","false","hsa-miR-3188","miRNA"
"hsa-miR-6130","false","hsa-miR-6130","miRNA"
"hsa-miR-298","false","hsa-miR-298","miRNA"
"hsa-miR-2467-3p","false","hsa-miR-2467-3p","miRNA"
"hsa-miR-18b-3p","false","hsa-miR-18b-3p","miRNA"
"hsa-miR-103a-2-5p","false","hsa-miR-103a-2-5p","miRNA"
"hsa-miR-1249-5p","false","hsa-miR-1249-5p","miRNA"
"hsa-miR-6744-5p","false","hsa-miR-6744-5p","miRNA"
"hsa-miR-1255a","false","hsa-miR-1255a","miRNA"
"hsa-miR-4529-5p","false","hsa-miR-4529-5p","miRNA"
"hsa-miR-6815-3p","false","hsa-miR-6815-3p","miRNA"
"hsa-miR-8085","false","hsa-miR-8085","miRNA"
"hsa-miR-5187-5p","false","hsa-miR-5187-5p","miRNA"
"hsa-miR-3175","false","hsa-miR-3175","miRNA"
"hsa-miR-567","false","hsa-miR-567","miRNA"
"hsa-miR-4697-3p","false","hsa-miR-4697-3p","miRNA"
"hsa-miR-636","false","hsa-miR-636","miRNA"
"hsa-miR-6501-5p","false","hsa-miR-6501-5p","miRNA"
"hsa-miR-5682","false","hsa-miR-5682","miRNA"
"hsa-miR-197-3p","false","hsa-miR-197-3p","miRNA"
"hsa-miR-222-5p","false","hsa-miR-222-5p","miRNA"
"hsa-miR-376a-3p","false","hsa-miR-376a-3p","miRNA"
"hsa-miR-1298-5p","false","hsa-miR-1298-5p","miRNA"
"hsa-miR-2355-5p","false","hsa-miR-2355-5p","miRNA"
"hsa-miR-1287-3p","false","hsa-miR-1287-3p","miRNA"
"hsa-miR-514b-5p","false","hsa-miR-514b-5p","miRNA"
"hsa-miR-519e-5p","false","hsa-miR-519e-5p","miRNA"
"hsa-miR-6867-3p","false","hsa-miR-6867-3p","miRNA"
"hsa-miR-4256","false","hsa-miR-4256","miRNA"
"hsa-miR-7703","false","hsa-miR-7703","miRNA"
"hsa-miR-4325","false","hsa-miR-4325","miRNA"
"hsa-miR-448","false","hsa-miR-448","miRNA"
"hsa-miR-6505-5p","false","hsa-miR-6505-5p","miRNA"
"hsa-miR-4443","false","hsa-miR-4443","miRNA"
"hsa-miR-6515-5p","false","hsa-miR-6515-5p","miRNA"
"hsa-miR-676-3p","false","hsa-miR-676-3p","miRNA"
"hsa-miR-4296","false","hsa-miR-4296","miRNA"
"hsa-miR-744-3p","false","hsa-miR-744-3p","miRNA"
"hsa-miR-6833-3p","false","hsa-miR-6833-3p","miRNA"
"hsa-miR-4774-3p","false","hsa-miR-4774-3p","miRNA"
"CCR7","false","CCR7","gene"
"hsa-miR-455-3p.1","false","hsa-miR-455-3p.1","miRNA"
"hsa-miR-221-3p","false","hsa-miR-221-3p","miRNA"
"hsa-miR-365a-3p","false","hsa-miR-365a-3p","miRNA"
"hsa-miR-425-5p","false","hsa-miR-425-5p","miRNA"
"hsa-miR-92a-3p","false","hsa-miR-92a-3p","miRNA"
"hsa-miR-34a-5p","false","hsa-miR-34a-5p","miRNA"
"hsa-miR-147b","false","hsa-miR-147b","miRNA"
"hsa-miR-3150b-5p","false","hsa-miR-3150b-5p","miRNA"
"hsa-miR-4426","false","hsa-miR-4426","miRNA"
"hsa-miR-4475","false","hsa-miR-4475","miRNA"
"hsa-miR-8485","false","hsa-miR-8485","miRNA"
"hsa-miR-6512-5p","false","hsa-miR-6512-5p","miRNA"
"hsa-miR-941","false","hsa-miR-941","miRNA"
"hsa-miR-504-5p.1","false","hsa-miR-504-5p.1","miRNA"
"hsa-miR-4724-5p","false","hsa-miR-4724-5p","miRNA"
"hsa-miR-2278","false","hsa-miR-2278","miRNA"
"hsa-miR-5007-5p","false","hsa-miR-5007-5p","miRNA"
"hsa-miR-6165","false","hsa-miR-6165","miRNA"
"hsa-miR-4690-5p","false","hsa-miR-4690-5p","miRNA"
"hsa-miR-208a-5p","false","hsa-miR-208a-5p","miRNA"
"hsa-miR-4476","false","hsa-miR-4476","miRNA"
"hsa-miR-28-5p","false","hsa-miR-28-5p","miRNA"
"hsa-miR-4779","false","hsa-miR-4779","miRNA"
"hsa-miR-3622a-5p","false","hsa-miR-3622a-5p","miRNA"
"hsa-miR-34b-5p","false","hsa-miR-34b-5p","miRNA"
"hsa-miR-6879-5p","false","hsa-miR-6879-5p","miRNA"
"hsa-miR-4512","false","hsa-miR-4512","miRNA"
"hsa-miR-3141","false","hsa-miR-3141","miRNA"
"hsa-miR-5088-5p","false","hsa-miR-5088-5p","miRNA"
"hsa-miR-6085","false","hsa-miR-6085","miRNA"
"hsa-miR-2114-5p","false","hsa-miR-2114-5p","miRNA"
